escherichia,0.6910410463508255
enterobacter,0.30895895364917425
acetobacter,0.0
achromobacter,0.0
acidianus,0.0
acidithiobacillus,0.0
acidovorax,0.0
acinetobacter,0.0
actinomyces,0.0
aeribacillus,0.0
aerococcus,0.0
aeromonas,0.0
aggregatibacter,0.0
agrobacterium,0.0
alcaligenes,0.0
alteromonas,0.0
aminobacter,0.0
anabaena,0.0
anoxybacillus,0.0
aphanizomenon,0.0
aquamicrobium,0.0
arcanobacterium,0.0
arthrobacter,0.0
arthronema,0.0
azospirillum,0.0
bacillus,0.0
bacteroides,0.0
bdellovibrio,0.0
bifidobacterium,0.0
bordetella,0.0
bradyrhizobium,0.0
brevibacillus,0.0
brevibacterium,0.0
brevundimonas,0.0
brochothrix,0.0
brucella,0.0
burkholderia,0.0
buttiauxella,0.0
butyrivibrio,0.0
campylobacter,0.0
candidatus azobacteroides,0.0
candidatus odinarchaeum,0.0
carnobacterium,0.0
caulobacter,0.0
cedecea,0.0
celeribacter,0.0
cellulophaga,0.0
chryseobacterium,0.0
citrobacter,0.0
citromicrobium,0.0
clavibacter,0.0
clostridioides,0.0
clostridium,0.0
colwellia,0.0
corynebacterium,0.0
croceibacter,0.0
cronobacter,0.0
curtobacterium,0.0
curvibacter,0.0
cutibacterium,0.0
cylindrospermopsis,0.0
cytobacillus,0.0
delftia,0.0
desulfovibrio,0.0
dickeya,0.0
dinoroseobacter,0.0
dunaliella,0.0
edwardsiella,0.0
elizabethkingia,0.0
enterococcus,0.0
erwinia,0.0
erysipelothrix,0.0
erythrobacter,0.0
exiguobacterium,0.0
faecalibacterium,0.0
flavobacterium,0.0
fusobacterium,0.0
geobacillus,0.0
gluconobacter,0.0
glutamicibacter,0.0
gordonia,0.0
haemophilus,0.0
hafnia,0.0
haloarcula,0.0
halobacterium,0.0
haloferax,0.0
halogranum,0.0
halomonas,0.0
halorubrum,0.0
hamiltonella,0.0
helicobacter,0.0
hydrogenophilus,0.0
iodobacter,0.0
janthinobacterium,0.0
klebsiella,0.0
kluyvera,0.0
kosakonia,0.0
lactiplantibacillus,0.0
lactobacillus,0.0
lactococcus,0.0
leclercia,0.0
lelliottia,0.0
lentibacter,0.0
leptospira,0.0
leuconostoc,0.0
levilactobacillus,0.0
liberibacter,0.0
listeria,0.0
listonella,0.0
loktanella,0.0
luteibacter,0.0
lysinibacillus,0.0
mannheimia,0.0
maribacter,0.0
marinitoga,0.0
marinobacter,0.0
marinomonas,0.0
mastigocladus,0.0
meiothermus,0.0
mesorhizobium,0.0
metallosphaera,0.0
methanobacterium,0.0
methanosarcina,0.0
methanothermobacter,0.0
microbacterium,0.0
microcystis,0.0
moraxella,0.0
morganella,0.0
mycobacterium,0.0
mycolicibacterium,0.0
natrialba,0.0
nitratiruptor,0.0
nitrincola,0.0
nitrosopumilus,0.0
nitrososphaera,0.0
nocardia,0.0
nodularia,0.0
nonlabens,0.0
nostoc,0.0
oceanospirillum,0.0
ochrobactrum,0.0
octadecabacter,0.0
oenococcus,0.0
paenibacillus,0.0
pantoea,0.0
parabacteroides,0.0
paracoccus,0.0
parageobacillus,0.0
paraglaciecola,0.0
pararheinheimera,0.0
pasteurella,0.0
pectobacterium,0.0
pediococcus,0.0
pelagibaca,0.0
pelagibacter,0.0
peptoclostridium,0.0
phaeobacter,0.0
phormidium,0.0
photobacterium,0.0
planktothrix,0.0
plectonema,0.0
plesiomonas,0.0
polaribacter,0.0
pontimonas,0.0
prevotella,0.0
prochlorococcus,0.0
propionibacterium,0.0
proteus,0.0
providencia,0.0
pseudaeromonas,0.0
pseudanabaena,0.0
pseudarthrobacter,0.0
pseudoalteromonas,0.0
pseudomonas,0.0
psychrobacillus,0.0
psychrobacter,0.0
puniceispirillum,0.0
rahnella,0.0
ralstonia,0.0
raoultella,0.0
rheinheimera,0.0
rhizobium,0.0
rhodobacter,0.0
rhodococcus,0.0
rhodoferax,0.0
rhodovulum,0.0
riemerella,0.0
roseburia,0.0
roseobacter,0.0
roseovarius,0.0
ruegeria,0.0
ruminococcus,0.0
salinibacter,0.0
salinivibrio,0.0
salmonella,0.0
serratia,0.0
shewanella,0.0
shigella,0.0
silvanigrella,0.0
sinorhizobium,0.0
sodalis,0.0
sphaerotilus,0.0
sphingobium,0.0
sphingomonas,0.0
sphingopyxis,0.0
sporosarcina,0.0
staphylococcus,0.0
stappia,0.0
stenotrophomonas,0.0
streptococcus,0.0
streptomyces,0.0
sulfitobacter,0.0
sulfolobus,0.0
synechococcus,0.0
tenacibaculum,0.0
tetraselmis,0.0
thalassomonas,0.0
thermoanaerobacterium,0.0
thermobifida,0.0
thermocrinis,0.0
thermus,0.0
thiobacimonas,0.0
tsukamurella,0.0
verrucomicrobia,0.0
vibrio,0.0
weissella,0.0
winogradskyella,0.0
wolbachia,0.0
xanthomonas,0.0
xenohaliotis,0.0
xylella,0.0
yersinia,0.0
